name,url,country,region,coordinates,caption,longitude,latitude
"El Tajin, Pre-Hispanic City",http://whc.unesco.org/en/list/631,Mexico,"Etat de Veracruz, municipalité de Papantla",N20 28 35.004 W97 22 39,"Located in the state of Veracruz, El Tajin was at its height from the early 9th to the early 13th century. It became the most important centre in north-east Mesoamerica after the fall of the Teotihuacan Empire. Its cultural influence extended all along the Gulf and penetrated into the Maya region and the high plateaux of central Mexico. Its architecture, which is unique in Mesoamerica, is characterized by elaborate carved reliefs on the columns and frieze. The 'Pyramid of the Niches', a masterpiece of ancient Mexican and American architecture, reveals the astronomical and symbolic significance of the buildings. El Tajin has survived as an outstanding example of the grandeur and importance of the pre-Hispanic cultures of Mexico.",-96.6225,20.47639
Fraser Island,http://whc.unesco.org/en/list/630,Australia,State of Queensland,S25 13 0 E153 7 60,"Fraser Island lies just off the east coast of Australia. At 122 km long, it is the largest sand island in the world. Majestic remnants of tall rainforest growing on sand and half the world’s perched freshwater dune lakes are found inland from the beach. The combination of shifting sand-dunes, tropical rainforests and lakes makes it an exceptional site.",153.13333333333333,-24.783333333333335
Bourges Cathedral,http://whc.unesco.org/en/list/635,France,"Department of Cher, Centre Region",N47 4 56 E2 23 54,"The Cathedral of St Etienne of Bourges, built between the late 12th and late 13th centuries, is one of the great masterpieces of Gothic art and is admired for its proportions and the unity of its design. The tympanum, sculptures and stained-glass windows are particularly striking. Apart from the beauty of the architecture, it attests to the power of Christianity in medieval France.",2.3983333333333334,47.08222222222222
Prambanan Temple Compounds,http://whc.unesco.org/en/list/642,Indonesia,Province of Central Java,S7 45 7.992 E110 29 30.012,"Built in the 10th century, this is the largest temple compound dedicated to Shiva in Indonesia. Rising above the centre of the last of these concentric squares are three temples decorated with reliefs illustrating the epic of the ",110.49167,-6.24778
Wulingyuan Scenic and Historic Interest Area,http://whc.unesco.org/en/list/640,China,"The Wulingyuan District of the City of Dayong, Hunan Province",N29 19 59.988 E110 30 0,"A spectacular area stretching over more than 26,000 ha in China's Hunan Province, the site is dominated by more than 3,000 narrow sandstone pillars and peaks, many over 200 m high. Between the peaks lie ravines and gorges with streams, pools and waterfalls, some 40 caves, and two large natural bridges. In addition to the striking beauty of the landscape, the region is also noted for the fact that it is home to a number of endangered plant and animal species.",110.5,29.33333
Jiuzhaigou Valley Scenic and Historic Interest Area,http://whc.unesco.org/en/list/637,China,"Nanping County, Sichuan Province",N33 4 59.988 E103 55 0.012,"Stretching over 72,000 ha in the northern part of Sichuan Province, the jagged Jiuzhaigou valley reaches a height of more than 4,800 m, thus comprising a series of diverse forest ecosystems. Its superb landscapes are particularly interesting for their series of narrow conic karst land forms and spectacular waterfalls. Some 140 bird species also inhabit the valley, as well as a number of endangered plant and animal species, including the giant panda and the Sichuan takin.",103.91667,33.08333
Huanglong Scenic and Historic Interest Area,http://whc.unesco.org/en/list/638,China,"Songpan County, Sichuan Province",N32 45 15.012 E103 49 19.992,"Situated in the north-west of Sichaun Province, the Huanglong valley is made up of snow-capped peaks and the easternmost of all the Chinese glaciers. In addition to its mountain landscape, diverse forest ecosystems can be found, as well as spectacular limestone formations, waterfalls and hot springs. The area also has a population of endangered animals, including the giant panda and the Sichuan golden snub-nosed monkey.",103.82222,32.75417
Tubbataha Reefs Natural Park,http://whc.unesco.org/en/list/653,Philippines,"Municipality  of Cagayancillo, Province of Palawan",N8 57 12 E119 52 3,"The Tubbataha Reef Marine Park covers 130,028 ha, including the North and South Reefs. It is a unique example of an atoll reef with a very high density of marine species; the North Islet serving as a nesting site for birds and marine turtles. The site is an excellent example of a pristine coral reef with a spectacular 100-m perpendicular wall, extensive lagoons and two coral islands.",119.8675,8.953333333333333
Arabian Oryx Sanctuary,http://whc.unesco.org/en/list/654,Oman,Central Region,N19 41 60 E57 0 0,"The Arabian Oryx Sanctuary is an area within the Central Desert and Coastal Hills biogeographical regions of Oman. Seasonal fogs and dews support a unique desert ecosystem whose diverse flora includes several endemic plants. Its rare fauna includes the first free-ranging herd of Arabian oryx since the global extinction of the species in the wild in 1972 and its reintroduction here in 1982. The only wild breeding sites in Arabia of the endangered houbara bustard, a species of wader, are also to be found, as well as Nubian ibex, Arabian wolves, honey badgers, caracals and the largest wild population of Arabian gazelle.",57.0,19.7
Puerto-Princesa Subterranean River National Park,http://whc.unesco.org/en/list/652,Philippines,Palawan Province,N10 10 0 E118 55 0,"This park features a spectacular limestone karst landscape with an underground river. One of the river's distinguishing features is that it emerges directly into the sea, and its lower portion is subject to tidal influences. The area also represents a significant habitat for biodiversity conservation. The site contains a full 'mountain-to-sea' ecosystem and has some of the most important forests in Asia.",118.91666666666667,10.166666666666666
Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,http://whc.unesco.org/en/list/657,Russian Federation,"Moscow region, town Sergiev-Posad (ex Zagorsk)",N56 18 37.26 E38 7 52.32,"This is a fine example of a working Orthodox monastery, with military features that are typical of the 15th to the 18th century, the period during which it developed. The main church of the Lavra, the Cathedral of the Assumption (echoing the Kremlin Cathedral of the same name), contains the tomb of Boris Godunov. Among the treasures of the Lavra is the famous icon, ",38.1312,56.31035
Coro and its Port,http://whc.unesco.org/en/list/658,Venezuela (Bolivarian Republic of),State of Falcon,N11 24 0 W69 40 60,"With its earthen constructions unique to the Caribbean, Coro is the only surviving example of a rich fusion of local traditions with Spanish Mudéjar and Dutch architectural techniques. One of the first colonial towns (founded in 1527), it has some 602 historic buildings.",-68.31666666666666,11.4
Buddhist Monuments in the Horyu-ji Area,http://whc.unesco.org/en/list/660,Japan,Nara Prefecture,N34 37 0 E135 43 60,"There are around 48 Buddhist monuments in the Horyu-ji area, in Nara Prefecture. Several date from the late 7th or early 8th century, making them some of the oldest surviving wooden buildings in the world. These masterpieces of wooden architecture are important not only for the history of art, since they illustrate the adaptation of Chinese Buddhist architecture and layout to Japanese culture, but also for the history of religion, since their construction coincided with the introduction of Buddhism to Japan from China by way of the Korean peninsula.",135.73333333333332,34.61666666666667
Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,http://whc.unesco.org/en/list/659,Ireland,County Meath,N53 41 30.012 W6 27 0,"The three main prehistoric sites of the Brú na Bóinne Complex, Newgrange, Knowth and Dowth, are situated on the north bank of the River Boyne 50 km north of Dublin. This is Europe's largest and most important concentration of prehistoric megalithic art. The monuments there had social, economic, religious and funerary functions.",-5.55,53.69167
Himeji-jo,http://whc.unesco.org/en/list/661,Japan,Hyogo Prefecture,N34 49 60 E134 41 60,"Himeji-jo is the finest surviving example of early 17th-century Japanese castle architecture, comprising 83 buildings with highly developed systems of defence and ingenious protection devices dating from the beginning of the Shogun period. It is a masterpiece of construction in wood, combining function with aesthetic appeal, both in its elegant appearance unified by the white plastered earthen walls and in the subtlety of the relationships between the building masses and the multiple roof layers.",134.7,34.833333333333336
Yakushima,http://whc.unesco.org/en/list/662,Japan,"Kamiyaku-cho and Yaku-cho, Kumage-gun Kagoshima Prefecture",N30 19 60 E130 31 60,"Located in the interior of Yaku Island, at the meeting-point of the palaearctic and oriental biotic regions, Yakushima exhibits a rich flora, with some 1,900 species and subspecies, including ancient specimens of the sugi (Japanese cedar). It also contains a remnant of a warm-temperate ancient forest that is unique in this region.",130.53333333333333,30.333333333333332
Royal Monastery of Santa María de Guadalupe,http://whc.unesco.org/en/list/665,Spain,"Province of Cáceres, Autonomous Community of Extremadura",N39 27 10.26 W5 19 39,The monastery is an outstanding repository of four centuries of Spanish religious architecture. It symbolizes two significant events in world history that occurred in 1492: the Reconquest of the Iberian peninsula by the Catholic Kings and Christopher Columbus' arrival in the Americas. Its famous statue of the Virgin became a powerful symbol of the Christianization of much of the New World.,-4.6725,39.45285
Archaeological Ensemble of Mérida,http://whc.unesco.org/en/list/664,Spain,"Province of Badajoz, Autonomous Community of Extremadura",N38 54 57.996 W6 20 16.008,"The colony of Augusta Emerita, which became present-day Mérida in Estremadura, was founded in 25 B.C. at the end of the Spanish Campaign and was the capital of Lusitania. The well-preserved remains of the old city include, in particular, a large bridge over the Guadiana, an amphitheatre, a theatre, a vast circus and an exceptional water-supply system. It is an excellent example of a provincial Roman capital during the empire and in the years afterwards.",-5.66222,38.91611
"Lumbini, the Birthplace of the Lord Buddha",http://whc.unesco.org/en/list/666,Nepal,"Lumbini Zone, Rupandehi District, Western Terai",N27 28 8.004 E83 16 33.996,"Siddhartha Gautama, the Lord Buddha, was born in 623 B.C. in the famous gardens of Lumbini, which soon became a place of pilgrimage. Among the pilgrims was the Indian emperor Ashoka, who erected one of his commemorative pillars there. The site is now being developed as a Buddhist pilgrimage centre, where the archaeological remains associated with the birth of the Lord Buddha form a central feature.",83.27611,27.468890000000002
Shirakami-Sanchi,http://whc.unesco.org/en/list/663,Japan,"Ajigasawa-machi, Nishitsugaru-gun, Aomori Prefecture; Fukaura-machi, Nishitsugaru-gun, Aomori Prefecture; Iwasaki-mura, Nishitsugaru-gun, Aomori Prefecture; Fujisato-machi, Yamamoto-gun, Akita Prefecture",N40 28 12 E140 7 48,"Situated in the mountains of northern Honshu, this trackless site includes the last virgin remains of the cool-temperate forest of Siebold's beech trees that once covered the hills and mountain slopes of northern Japan. The black bear, the serow and 87 species of birds can be found in this forest.",140.13,40.47
Angkor,http://whc.unesco.org/en/list/668,Cambodia,Province Siem Reap,N13 25 60 E103 49 60,"Angkor is one of the most important archaeological sites in South-East Asia. Stretching over some 400 km2, including forested area, Angkor Archaeological Park contains the magnificent remains of the different capitals of the Khmer Empire, from the 9th to the 15th century. They include the famous Temple of Angkor Wat and, at Angkor Thom, the Bayon Temple with its countless sculptural decorations. UNESCO has set up a wide-ranging programme to safeguard this symbolic site and its surroundings.",103.83333333333333,13.433333333333334
The Sassi and the Park of the Rupestrian Churches of Matera,http://whc.unesco.org/en/list/670,Italy,"City and Province of Matera, Region of Basilicata",N40 39 59 E16 36 37,"This is the most outstanding, intact example of a troglodyte settlement in the Mediterranean region, perfectly adapted to its terrain and ecosystem. The first inhabited zone dates from the Palaeolithic, while later settlements illustrate a number of significant stages in human history. Matera is in the southern region of Basilicata.",16.610277777777778,40.66638888888889
Ha Long Bay,http://whc.unesco.org/en/list/672,Viet Nam,Province: Quang Ninh,N20 53 60 E107 5 60,"Ha Long Bay, in the Gulf of Tonkin, includes some 1,600 islands and islets, forming a spectacular seascape of limestone pillars. Because of their precipitous nature, most of the islands are uninhabited and unaffected by a human presence. The site's outstanding scenic beauty is complemented by its great biological interest.",107.1,20.9
Joya de Cerén Archaeological Site,http://whc.unesco.org/en/list/675,El Salvador,"Department of La Libertad, Canton Joya de Ceren, jurisdiction of San Juan Opico",N13 49 39 W89 22 9,"Joya de Cerén was a pre-Hispanic farming community that, like Pompeii and Herculaneum in Italy, was buried under an eruption of the Laguna Caldera volcano c. AD 600. Because of the exceptional condition of the remains, they provide an insight into the daily lives of the Central American populations who worked the land at that time.",-88.63083333333333,13.8275
Historic Centre of Zacatecas,http://whc.unesco.org/en/list/676,Mexico,"Zacatecas State, Zacatecas Municipality",N22 46 0.012 W102 33 20.016,"Founded in 1546 after the discovery of a rich silver lode, Zacatecas reached the height of its prosperity in the 16th and 17th centuries. Built on the steep slopes of a narrow valley, the town has breathtaking views and there are many old buildings, both religious and civil. The cathedral, built between 1730 and 1760, dominates the centre of the town. It is notable for its harmonious design and the Baroque profusion of its façades, where European and indigenous decorative elements are found side by side.",-101.44444,22.76667
Route of Santiago de Compostela,http://whc.unesco.org/en/list/669,Spain,"Autonomous Communities of Aragon, Navarre, la Rioja, Castile-Leon and Galicia",N42 27 33.012 W5 52 59.988,"Santiago de Compostela was proclaimed the first European Cultural itinerary by the Council of Europe in 1987. This route from the French-Spanish border was – and still is – taken by pilgrims to Santiago de Compostela. Some 1,800 buildings along the route, both religious and secular, are of great historic interest. The route played a fundamental role in encouraging cultural exchanges between the Iberian peninsula and the rest of Europe during the Middle Ages. It remains a testimony to the power of the Christian faith among people of all social classes and from all over Europe.",-4.11667,42.45917
Complex of Hué Monuments,http://whc.unesco.org/en/list/678,Viet Nam,Province: Thua Thien - Hue,N16 28 9.984 E107 34 40.008,"Established as the capital of unified Viet Nam in 1802, Hué was not only the political but also the cultural and religious centre under the Nguyen dynasty until 1945. The Perfume River winds its way through the Capital City, the Imperial City, the Forbidden Purple City and the Inner City, giving this unique feudal capital a setting of great natural beauty.",107.57778,16.46944
Miguasha National Park,http://whc.unesco.org/en/list/686,Canada,"Gaspé Peninsula, Province of Quebec",N48 6 18 W66 21 11,"The palaeontological site of Miguasha National Park, in south-eastern Quebec on the southern coast of the Gaspé peninsula, is considered to be the world's most outstanding illustration of the Devonian Period known as the 'Age of Fishes'. Dating from 370 million years ago, the Upper Devonian Escuminac Formation represented here contains five of the six fossil fish groups associated with this period. Its significance stems from the discovery there of the highest number and best-preserved fossil specimens of the lobe-finned fishes that gave rise to the first four-legged, air-breathing terrestrial vertebrates – the tetrapods.",-65.64694444444444,48.105
Völklingen Ironworks,http://whc.unesco.org/en/list/687,Germany,State of Saarland,N49 14 39.984 E6 50 60,"The ironworks, which cover some 6 ha, dominate the city of Völklingen. Although they have recently gone out of production, they are the only intact example, in the whole of western Europe and North America, of an integrated ironworks that was built and equipped in the 19th and 20th centuries and has remained intact.",6.85,49.24444
Doñana National Park,http://whc.unesco.org/en/list/685,Spain,"Provinces of Huelva and Sevilla, Autonomous Community of Andalusia",N36 56 51.72 W6 21 31.9,"Doñana National Park in Andalusia occupies the right bank of the Guadalquivir river at its estuary on the Atlantic Ocean. It is notable for the great diversity of its biotopes, especially lagoons, marshlands, fixed and mobile dunes, scrub woodland and maquis. It is home to five threatened bird species. It is one of the largest heronries in the Mediterranean region and is the wintering site for more than 500,000 water fowl each year.",-5.641138888888889,36.9477
"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)",http://whc.unesco.org/en/list/688,Japan,Kyoto and Shiga prefectures,N34 58 50 E135 46 10,"Built in A.D. 794 on the model of the capitals of ancient China, Kyoto was the imperial capital of Japan from its foundation until the middle of the 19th century. As the centre of Japanese culture for more than 1,000 years, Kyoto illustrates the development of Japanese wooden architecture, particularly religious architecture, and the art of Japanese gardens, which has influenced landscape gardening the world over.",135.76944444444445,34.980555555555554
Rwenzori Mountains National Park,http://whc.unesco.org/en/list/684,Uganda,"District of Kabarole, Kasese and Bundibugyo",N0 13 25 E29 55 27,"The Rwenzori Mountains National Park covers nearly 100,000 ha in western Uganda and comprises the main part of the Rwenzori mountain chain, which includes Africa's third highest peak (Mount Margherita: 5,109 m). The region's glaciers, waterfalls and lakes make it one of Africa's most beautiful alpine areas. The park has many natural habitats of endangered species and a rich and unusual flora comprising, among other species, the giant heather.",29.924166666666668,0.22361111111111112
Bwindi Impenetrable National Park,http://whc.unesco.org/en/list/682,Uganda,"Districts of Kabale, Kisoro and Rukungiri",S1 4 50 E29 39 41,"Located in south-western Uganda, at the junction of the plain and mountain forests, Bwindi Park covers 32,000 ha and is known for its exceptional biodiversity, with more than 160 species of trees and over 100 species of ferns. Many types of birds and butterflies can also be found there, as well as many endangered species, including the mountain gorilla.",29.66138888888889,-0.9194444444444445
Pilgrimage Church of St John of Nepomuk at Zelená Hora,http://whc.unesco.org/en/list/690,Czech Republic,South Moravian Region,N49 34 48.72 E15 56 31.41,"This pilgrimage church, built in honour of St John of Nepomuk, stands at Zelená Hora, not far from Ždár nad Sázavou in Moravia. Constructed at the beginning of the 18th century on a star-shaped plan, it is the most unusual work by the great architect Jan Blazej Santini, whose highly original style falls between neo-Gothic and Baroque.",15.942058333333334,49.5802
Roskilde Cathedral,http://whc.unesco.org/en/list/695,Denmark,"Island of Sjaelland, City of Roskilde, Sealand Region",N55 38 32 E12 4 47,"Built in the 12th and 13th centuries, this was Scandinavia's first Gothic cathedral to be built of brick and it encouraged the spread of this style throughout northern Europe. It has been the mausoleum of the Danish royal family since the 15th century. Porches and side chapels were added up to the end of the 19th century. Thus it provides a clear overview of the development of European religious architecture.",12.079722222222221,55.64222222222222
Kronborg Castle,http://whc.unesco.org/en/list/696,Denmark,"Island of Sjaelland, City of Helsingör, Capital Region of Denmark",N56 2 20.004 E12 37 15,"Located on a strategically important site commanding the Sund, the stretch of water between Denmark and Sweden, the Royal castle of Kronborg at Helsingør (Elsinore) is of immense symbolic value to the Danish people and played a key role in the history of northern Europe in the 16th-18th centuries. Work began on the construction of this outstanding Renaissance castle in 1574, and its defences were reinforced according to the canons of the period's military architecture in the late 17th century. It has remained intact to the present day. It is world-renowned as Elsinore, the setting of Shakespeare's Hamlet.",12.620833333333334,56.03889
Australian Fossil Mammal Sites (Riversleigh / Naracoorte),http://whc.unesco.org/en/list/698,Australia,States of Queensland and South Australia,S19 4 60 E138 43 0,"Riversleigh and Naracoorte, situated in the north and south respectively of eastern Australia, are among the world’s 10 greatest fossil sites. They are a superb illustration of the key stages of evolution of Australia’s unique fauna.",138.71666666666667,-18.916666666666668
City of Luxembourg: its Old Quarters and Fortifications,http://whc.unesco.org/en/list/699,Luxembourg,Luxemburg,N49 36 36 E6 7 59.988,"Because of its strategic position, Luxembourg was, from the 16th century until 1867, when its walls were dismantled, one of Europe's greatest fortified sites. It was repeatedly reinforced as it passed from one great European power to another: the Holy Roman Emperors, the House of Burgundy, the Habsburgs, the French and Spanish kings, and finally the Prussians. Until their partial demolition, the fortifications were a fine example of military architecture spanning several centuries.",6.13333,49.61
"Jelling Mounds, Runic Stones and Church",http://whc.unesco.org/en/list/697,Denmark,"Vejle Commune, Region of Southern Denmark",N55 45 23 E9 25 12,"The Jelling burial mounds and one of the runic stones are striking examples of pagan Nordic culture, while the other runic stone and the church illustrate the Christianization of the Danish people towards the middle of the 10th century.",9.42,55.756388888888885
Lines and Geoglyphs of Nasca and Pampas de Jumana,http://whc.unesco.org/en/list/700,Peru,Libertadores / Wari Region,S14 43 32.988 W75 8 54.996,"Located in the arid Peruvian coastal plain, some 400 km south of Lima, the geoglyphs of Nasca and the pampas of Jumana cover about 450 km",-74.85139,-13.27417
Canaima National Park,http://whc.unesco.org/en/list/701,Venezuela (Bolivarian Republic of),Bolivar State,N5 19 59.988 W61 30 0,"Canaima National Park is spread over 3 million ha in south-eastern Venezuela along the border between Guyana and Brazil. Roughly 65% of the park is covered by table mountain (tepui) formations. The tepuis constitute a unique biogeological entity and are of great geological interest. The sheer cliffs and waterfalls, including the world's highest (1,000 m), form a spectacular landscape.",-60.5,5.33333
Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,http://whc.unesco.org/en/list/702,Mexico,"Morelos and Puebla States

Municipalities: Atlatlauhcan, Cuernavaca, Tetela del Volcan, Yautepec, Ocuituco,

Tepoztlan, Tlayacapan, Totolapan, Yecapixtla and Zacualpan de Amilpas in Morelos.

Calpan, Huetotzingo and Tochimilco in Puebla.",N18 56 4.992 W98 53 52.008,"These 14 monasteries stand on the slopes of Popocatepetl, to the south-east of Mexico City. They are in an excellent state of conservation and are good examples of the architectural style adopted by the first missionaries – Franciscans, Dominicans and Augustinians – who converted the indigenous populations to Christianity in the early 16th century. They also represent an example of a new architectural concept in which open spaces are of renewed importance. The influence of this style is felt throughout the Mexican territory and even beyond its borders.",-97.10222,18.93472
"Mountain Resort and its Outlying Temples, Chengde",http://whc.unesco.org/en/list/703,China,"Chengde City, Hebei Province",N40 59 12.984 E117 56 17.988,"The Mountain Resort (the Qing dynasty's summer palace), in Hebei Province, was built between 1703 and 1792. It is a vast complex of palaces and administrative and ceremonial buildings. Temples of various architectural styles and imperial gardens blend harmoniously into a landscape of lakes, pastureland and forests. In addition to its aesthetic interest, the Mountain Resort is a rare historic vestige of the final development of feudal society in China.",117.93833,40.98694
Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu,http://whc.unesco.org/en/list/704,China,"Qufu City, Shandong Province",N35 36 42.012 E116 58 30,"The temple, cemetery and family mansion of Confucius, the great philosopher, politician and educator of the 6th–5th centuries B.C., are located at Qufu, in Shandong Province. Built to commemorate him in 478 B.C., the temple has been destroyed and reconstructed over the centuries; today it comprises more than 100 buildings. The cemetery contains Confucius' tomb and the remains of more than 100,000 of his descendants. The small house of the Kong family developed into a gigantic aristocratic residence, of which 152 buildings remain. The Qufu complex of monuments has retained its outstanding artistic and historic character due to the devotion of successive Chinese emperors over more than 2,000 years.",116.975,35.61167
Ancient Building Complex in the Wudang Mountains,http://whc.unesco.org/en/list/705,China,"Danjiangkou City, Hubei Province",N32 28 0.012 E111 0 0,"The palaces and temples which form the nucleus of this group of secular and religious buildings exemplify the architectural and artistic achievements of China's Yuan, Ming and Qing dynasties. Situated in the scenic valleys and on the slopes of the Wudang mountains in Hubei Province, the site, which was built as an organized complex during the Ming dynasty (14th–17th centuries), contains Taoist buildings from as early as the 7th century. It represents the highest standards of Chinese art and architecture over a period of nearly 1,000 years.",111.0,32.46667
Upper Svaneti,http://whc.unesco.org/en/list/709,Georgia,"Village of Chajashi, Mestia district, Region of Samegrelo-Zemo Svateni",N42 54 59.004 E43 0 41.004,"Preserved by its long isolation, the Upper Svaneti region of the Caucasus is an exceptional example of mountain scenery with medieval-type villages and tower-houses. The village of Chazhashi still has more than 200 of these very unusual houses, which were used both as dwellings and as defence posts against the invaders who plagued the region.",43.01139,42.91639
"Historic Ensemble of the Potala Palace, Lhasa",http://whc.unesco.org/en/list/707,China,"Lhasa, Tibet Autonomous Region",N29 39 28.512 E91 7 1.812,"The Potala Palace, winter palace of the Dalai Lama since the 7th century, symbolizes Tibetan Buddhism and its central role in the traditional administration of Tibet. The complex, comprising the White and Red Palaces with their ancillary buildings, is built on Red Mountain in the centre of Lhasa Valley, at an altitude of 3,700m. Also founded in the 7th century, the Jokhang Temple Monastery is an exceptional Buddhist religious complex. Norbulingka, the Dalai Lama's former summer palace, constructed in the 18th century, is a masterpiece of Tibetan art. The beauty and originality of the architecture of these three sites, their rich ornamentation and harmonious integration in a striking landscape, add to their historic and religious interest.",91.11717,29.65792
Historical Monuments of Mtskheta,http://whc.unesco.org/en/list/708,Georgia,"City of Mtskheta, Region of Mtskheta-Mtianeti",N41 50 38.004 E44 42 59.004,"The historic churches of Mtskheta, former capital of Georgia, are outstanding examples of medieval religious architecture in the Caucasus. They show the high artistic and cultural level attained by this ancient kingdom.",44.71639,41.84389
Bagrati Cathedral and Gelati Monastery,http://whc.unesco.org/en/list/710,Georgia,"City of Kutaisi, Region of Imereti",N42 15 43.992 E42 42 59.004,"The construction of Bagrati Cathedral, named after Bagrat III, the first king of united Georgia, started at the end of the 10th century and was completed in the early years of the 11th century. Although partly destroyed by the Turks in 1691, its ruins still lie in the centre of Kutaisi. The Gelati Monastery, whose main buildings were erected between the 12th and 17th centuries, is a well-preserved complex, with wonderful mosaics and wall paintings. The cathedral and monastery represent the flowering of medieval architecture in Georgia.",42.71639,42.26222
Los Katíos National Park,http://whc.unesco.org/en/list/711,Colombia,Provinces of Antioquia and Choco’,N7 40 0 W77 0 0,"Extending over 72,000 ha in north-western Colombia, Los Katios National Park comprises low hills, forests and humid plains. An exceptional biological diversity is found in the park, which is home to many threatened animal species, as well as many endemic plants.",-77.0,7.666666666666667
City of Vicenza and the Palladian Villas of the Veneto,http://whc.unesco.org/en/list/712,Italy,"Provinces of Padua, Rovigo, Treviso, Venice, Verona and Vicenza, Veneto Region",N45 32 57 E11 32 58,"Founded in the 2nd century B.C. in northern Italy, Vicenza prospered under Venetian rule from the early 15th to the end of the 18th century. The work of Andrea Palladio (1508–80), based on a detailed study of classical Roman architecture, gives the city its unique appearance. Palladio's urban buildings, as well as his villas, scattered throughout the Veneto region, had a decisive influence on the development of architecture. His work inspired a distinct architectural style known as Palladian, which spread to England and other European countries, and also to North America.",11.549444444444445,45.549166666666665
Rock Paintings of the Sierra de San Francisco,http://whc.unesco.org/en/list/714,Mexico,State: Lower California Sud Municipality,N27 39 20.016 W112 54 57.996,"From c. 100 B.C. to A.D. 1300, the Sierra de San Francisco (in the El Vizcaino reserve, in Baja California) was home to a people who have now disappeared but who left one of the most outstanding collections of rock paintings in the world. They are remarkably well-preserved because of the dry climate and the inaccessibility of the site. Showing human figures and many animal species and illustrating the relationship between humans and their environment, the paintings reveal a highly sophisticated culture. Their composition and size, as well as the precision of the outlines and the variety of colours, but especially the number of sites, make this an impressive testimony to a unique artistic tradition.",-111.08389,27.65556
Rapa Nui National Park,http://whc.unesco.org/en/list/715,Chile,Easter Island province of the Valparaíso Region,S27 8 60 W109 27 0,"Rapa Nui, the indigenous name of Easter Island, bears witness to a unique cultural phenomenon. A society of Polynesian origin that settled there c. A.D. 300 established a powerful, imaginative and original tradition of monumental sculpture and architecture, free from any external influence. From the 10th to the 16th century this society built shrines and erected enormous stone figures known as ",-108.55,-26.85
Historic Centre of Siena,http://whc.unesco.org/en/list/717,Italy,"City and Province of Siena, Tuscany",N43 19 7 E11 19 54,"Siena is the embodiment of a medieval city. Its inhabitants pursued their rivalry with Florence right into the area of urban planning. Throughout the centuries, they preserved their city's Gothic appearance, acquired between the 12th and 15th centuries. During this period the work of Duccio, the Lorenzetti brothers and Simone Martini was to influence the course of Italian and, more broadly, European art. The whole city of Siena, built around the Piazza del Campo, was devised as a work of art that blends into the surrounding landscape.",11.331666666666667,43.31861111111111
Okapi Wildlife Reserve,http://whc.unesco.org/en/list/718,Democratic Republic of the Congo,Orientale Province,N2 0 0 E28 30 0,"The Okapi Wildlife Reserve occupies about one-fifth of the Ituri forest in the north-east of the Democratic Republic of the Congo. The Congo river basin, of which the reserve and forest are a part, is one of the largest drainage systems in Africa. The reserve contains threatened species of primates and birds and about 5,000 of the estimated 30,000 okapi surviving in the wild. It also has some dramatic scenery, including waterfalls on the Ituri and Epulu rivers. The reserve is inhabited by traditional nomadic pygmy Mbuti and Efe hunters.",28.5,2.0
Virgin Komi Forests,http://whc.unesco.org/en/list/719,Russian Federation,Komi Republic,N65 4 0.012 E60 8 60,"The Virgin Komi Forests cover 3.28 million ha of tundra and mountain tundra in the Urals, as well as one of the most extensive areas of virgin boreal forest remaining in Europe. This vast area of conifers, aspens, birches, peat bogs, rivers and natural lakes has been monitored and studied for over 50 years. It provides valuable evidence of the natural processes affecting biodiversity in the taiga.",60.15,65.06667
Messel Pit Fossil Site,http://whc.unesco.org/en/list/720,Germany,"District of Darmstadt-Dieburg, State of Hesse (Hessen)",N49 55 0.012 E8 45 14.004,"Messel Pit is the richest site in the world for understanding the living environment of the Eocene, between 57 million and 36 million years ago. In particular, it provides unique information about the early stages of the evolution of mammals and includes exceptionally well-preserved mammal fossils, ranging from fully articulated skeletons to the contents of stomachs of animals of this period.",8.75389,49.91667
Rice Terraces of the Philippine Cordilleras,http://whc.unesco.org/en/list/722,Philippines,"Ifugao Province, Cordillera Region, Luzon Island",N16 56 2.004 E121 8 12.012,"For 2,000 years, the high rice fields of the Ifugao have followed the contours of the mountains. The fruit of knowledge handed down from one generation to the next, and the expression of sacred traditions and a delicate social balance, they have helped to create a landscape of great beauty that expresses the harmony between humankind and the environment.",121.13667,16.93389
Carlsbad Caverns National Park,http://whc.unesco.org/en/list/721,United States of America,"Eddy County, State of New Mexico",N32 10 0 W104 22 60,"This karst landscape in the state of New Mexico comprises over 80 recognized caves. They are outstanding not only for their size but also for the profusion, diversity and beauty of their mineral formations. Lechuguilla Cave stands out from the others, providing an underground laboratory where geological and biological processes can be studied in a pristine setting.",-103.61666666666666,32.166666666666664
Cultural Landscape of Sintra,http://whc.unesco.org/en/list/723,Portugal,Sintra/Serra,N38 46 59.988 W9 25 0.012,"In the 19th century Sintra became the first centre of European Romantic architecture. Ferdinand II turned a ruined monastery into a castle where this new sensitivity was displayed in the use of Gothic, Egyptian, Moorish and Renaissance elements and in the creation of a park blending local and exotic species of trees. Other fine dwellings, built along the same lines in the surrounding ",-8.58333,38.78333
